stop_id,stop_name,stop_desc,stop_lat,stop_lon,
100170,FT INDEPENDENCE ST/BAILEY PL,,40.880716,-73.899081,
100171,W 238 ST/ORLOFF AV,,40.883001,-73.897776,
100172,W 238 ST/BAILEY AV,,40.884297,-73.898273,
100173,W 238 ST/BROADWAY,,40.885085,-73.900434,
100176,W 238 ST/BROADWAY,,40.884969,-73.900478,
100177,W 238 ST/BAILEY AV,,40.884069,-73.898230,
100178,W 238 ST/ORLOFF AV,,40.882502,-73.898138,
100179,FT INDEPENDENCE ST/BAILEY PL,,40.881015,-73.899200,
100180,FT INDEPENDENCE ST/HEATH AV,,40.878971,-73.899692,
100183,SEDGWICK AV/W 197 ST,SEDGWICK AV & W 197 ST,40.872402,-73.902272,
100187,UNIVERSITY AV/W 192 ST,,40.867105,-73.902085,
100188,UNIVERSITY AV/W 190 ST,,40.865122,-73.903489,
100189,UNIVERSITY AV/W FORDHAM RD,,40.862861,-73.904923,
100191,UNIVERSITY AV/W 183 ST,,40.859354,-73.908072,
100195,UNIVERSITY AV/W TREMONT AV,,40.850235,-73.916007,
100199,UNIVERSITY AV/WASHINGTON BRIDGE,,40.845313,-73.922556,
100204,WESTCHESTER AV/ST ANNS AV,,40.816026,-73.912148,
100206,WESTCHESTER AV/JACKSON AV,,40.816164,-73.908320,
100207,WESTCHESTER AV/E 156 ST,,40.817829,-73.905423,
100209,WESTCHESTER AV/PROSPECT AV,,40.819413,-73.902025,
100211,WESTCHESTER AV/REV J POLITE AV,,40.820880,-73.899106,
100212,WESTCHESTER AV/INTERVALE AV,,40.821942,-73.897089,
100214,WESTCHESTER AV/SIMPSON ST,,40.824006,-73.893119,
100219,WESTCHESTER AV/WHITLOCK AV,,40.827495,-73.886273,
100221,WESTCHESTER AV/ELDER AV,,40.828514,-73.879317,
100223,WESTCHESTER AV/MANOR AV,,40.828936,-73.876559,
100224,WESTCHESTER AV/MORRISON AV,,40.829418,-73.874811,
100227,WESTCHESTER AV/ST LAWRENCE AV,,40.831479,-73.867565,
100230,WESTCHESTER AV/WHITE PLAINS RD,,40.832780,-73.862939,
100232,WESTCHESTER AV/PUGSLEY AV,,40.833501,-73.857922,
100233,WESTCHESTER AV/OLMSTEAD AV,,40.833915,-73.854443,
100234,WESTCHESTER AV/CASTLE HILL AV,,40.834155,-73.851827,
100235,WESTCHESTER AV/ZEREGA AV,,40.836705,-73.846717,
100236,WESTCHESTER AV/ST PETERS AV,,40.838430,-73.844688,
100239,WESTCHESTER AV/ST PETERS AV,,40.838694,-73.844549,
100240,WESTCHESTER AV/ZEREGA AV,,40.836939,-73.846611,
100242,WESTCHESTER AV/CASTLE HILL AV,,40.834285,-73.851469,
100243,WESTCHESTER AV/OLMSTEAD AV,,40.834011,-73.854454,
100244,WESTCHESTER AV/PUGSLEY AV,,40.833634,-73.857595,
100245,HUGH GRANT CIR/CROSS BX SVC RD,,40.833603,-73.861155,
100246,WESTCHESTER AV/WHITE PLAINS RD,,40.833124,-73.862536,
100249,WESTCHESTER AV/ST LAWRENCE AV,,40.831740,-73.867069,
100253,WESTCHESTER AV/MORRISON AV,,40.829621,-73.874493,
100254,WESTCHESTER AV/MANOR AV,,40.829099,-73.876293,
100256,WESTCHESTER AV/ELDER AV,,40.828652,-73.879059,
100259,WESTCHESTER AV/HOME ST,,40.827447,-73.886598,
100260,WESTCHESTER AV/HOE AV,,40.825369,-73.890606,
100261,WESTCHESTER AV/SIMPSON ST,,40.824310,-73.892769,
100264,WESTCHESTER AV/E 163 ST,,40.821181,-73.898798,
100265,WESTCHESTER AV/PROSPECT AV,,40.819923,-73.901226,
100267,WESTCHESTER AV/TINTON AV,,40.818205,-73.904801,
100268,WESTCHESTER AV/JACKSON AV,,40.816511,-73.907907,
100270,WESTCHESTER AV/ST ANNS AV,,40.816075,-73.911730,
100273,SOUTHERN BL/WESTCHESTER AV,,40.824370,-73.891944,
100276,STORY AV/COLGATE AV,,40.821280,-73.879856,
100277,STORY AV/ELDER AV,,40.821595,-73.877734,
100278,STORY AV/BOYNTON AV,,40.821789,-73.876062,
100279,STORY AV/MORRISON AV,,40.822192,-73.873098,
100280,STORY AV/METCALF AV,,40.822549,-73.870532,
100281,STORY AV/NOBLE AV,,40.822840,-73.868299,
100282,STORY AV/ROSEDALE AV,,40.823091,-73.866506,
100284,STORY AV/THIERIOT AV,,40.823673,-73.862104,
100294,BRUCKNER BL/E TREMONT AV,BRUCKNER BL & E TREMONT AV,40.833016,-73.827889,
100295,BRUCKNER BL/LOGAN AV,,40.834136,-73.825631,
100296,BRUCKNER BL/KEARNEY AV,BRUCKNER BL & KEARNEY AV,40.839142,-73.824818,
100297,BRUCKNER BL/CONNELL PL,BRUCKNER BL & CONNELL PL,40.841106,-73.825067,
100298,MACDONOUGH PL/COUNTRY CLUB,MACDONOUGH PL & COUNTRY CLUB,40.842607,-73.825077,
100299,BRUCKNER BL/MIDDLETOWN RD,,40.845754,-73.825391,
100304,PELHAM PKWY/EASTCHESTER RD,,40.857836,-73.844305,
100305,PELHAM PKWY/SEYMOUR AV,,40.858060,-73.846615,
100306,PELHAM PKWY/THROOP AV,,40.858026,-73.851524,
100317,PELHAM PKWY/EASTCHESTER RD,,40.857271,-73.843935,
100318,PELHAM PKWY/STILLWELL AV,,40.856475,-73.838814,
100319,PELHAM PKWY/ST PAUL AV,,40.855472,-73.830704,
100322,BRUCKNER BL/WILLOW LN,BRUCKNER BL & WILLOW LN,40.849028,-73.828100,
100323,BRUCKNER BL/ROBERTS AV,,40.846613,-73.826719,
100324,BRUCKNER BL/MIDDLETOWN RD,,40.844904,-73.826192,
100325,BRUCKNER BL/JARVIS AV,BRUCKNER BL & JARVIS AV,40.843196,-73.826282,
100326,BRUCKNER BL/CODDINGTON AV,,40.841438,-73.826168,
100328,BRUCKNER BL/BAISLEY AV,BRUCKNER BL & BAISLEY AV,40.837186,-73.825896,
100329,BRUCKNER BL/CROSBY AV,,40.834499,-73.826158,
100330,BRUCKNER BL/TREMONT AV,BRUCKNER BL & TREMONT AV,40.833287,-73.828591,
100331,BRUCKNER BL/GIFFORD AV,,40.831307,-73.831724,
100332,BRUCKNER BL/CASTLE HILL AV,BRUCKNER BL & CASTLE HILL AV,40.827716,-73.849875,
100337,STORY AV/BOLTON AV,,40.824164,-73.859675,
100339,STORY AV/TAYLOR AV,,40.823533,-73.864002,
100340,STORY AV/ROSEDALE AV,,40.823152,-73.866918,
100341,STORY AV/SOUNDVIEW AV,,40.822974,-73.868066,
100342,STORY AV/FTELEY AV,,40.822659,-73.870545,
100343,STORY AV/MORRISON AV,,40.822262,-73.873406,
100344,STORY AV/BOYNTON AV,,40.821762,-73.877189,
100347,STORY AV/BRONX RIVER AV,,40.821109,-73.882065,
100363,E 161 ST/RIVER AV,,40.827792,-73.926096,
100366,E 161 ST/CONCOURSE VILLAGE E,,40.825343,-73.918099,
100368,E 161 ST/MELROSE AV,,40.824041,-73.913643,
100369,ELTON AV/E 161 ST,,40.823720,-73.911709,
100370,E 163 ST/3 AV,,40.824064,-73.908925,
100374,E 163 ST/PROSPECT AV,,40.821893,-73.900189,
100376,E 163 ST/WESTCHESTER AV,,40.820906,-73.898496,
100379,E 163 ST/FOX ST,,40.820910,-73.893001,
100382,HUNTS POINT AV/SENECA AV,,40.819273,-73.889683,
100384,HUNTS POINT AV/COSTER ST,,40.816070,-73.887579,
100385,SPOFFORD AV/BRYANT AV,,40.814586,-73.885118,
100415,HUNTS POINT AV/SPOFFORD AV,,40.814653,-73.885892,
100416,HUNTS POINT AV/FAILE ST,,40.815915,-73.887208,
100419,HUNTS POINT AV/SENECA AV,,40.818922,-73.889324,
100421,E 163 ST/SIMPSON ST,,40.821010,-73.893261,
100424,E 163 ST/WESTCHESTER AV,,40.820972,-73.898853,
100425,E 163 ST/PROSPECT AV,,40.822313,-73.901070,
100428,E 163 ST/TRINITY AV,,40.823544,-73.906235,
100431,E 161 ST/MELROSE AV,,40.824404,-73.914216,
100449,BROADWAY/W 225 ST,,40.874900,-73.909201,
100450,BROADWAY/W 228 ST,,40.875698,-73.908194,
100451,BROADWAY/EXTERIOR ST,,40.876732,-73.906430,
100459,HENRY HUDSON PKY E/W 246 ST,HENRY HUDSON PKY E & W 246 ST,40.893731,-73.907892,
100460,HENRY HUDSON PKY E/W 250 ST,,40.897735,-73.907574,
100461,HENRY HUDSON PKY E/W 252 ST,HENRY HUDSON PKY E & W 252 ST,40.899115,-73.906865,
100462,RIVERDALE AV/W 254 ST,RIVERDALE AV & W 254 ST,40.901876,-73.905866,
100463,RIVERDALE AV/W 256 ST,RIVERDALE AV & W 256 ST,40.904303,-73.904843,
100464,RIVERDALE AV/W 259 ST,RIVERDALE AV & W 259 ST,40.907002,-73.903952,
100465,RIVERDALE AV/W 260 ST,,40.908712,-73.903544,
100466,RIVERDALE AV/W 261 ST,RIVERDALE AV & W 261 ST,40.910285,-73.903085,
100467,RIVERDALE AV/W 263 ST,RIVERDALE AV & W 263 ST,40.912354,-73.902535,
100469,RIVERDALE AV/ W 261 ST,RIVERDALE AV &  W 261 ST,40.910355,-73.903266,
100470,RIVERDALE AV/W 260 ST,,40.908491,-73.903786,
100471,RIVERDALE AV/W 259 ST,RIVERDALE AV & W 259 ST,40.906550,-73.904290,
100472,RIVERDALE AV/W 256 ST,RIVERDALE AV & W 256 ST,40.904090,-73.905127,
100473,RIVERDALE AV/W 254 ST,RIVERDALE AV & W 254 ST,40.901837,-73.906096,
100474,HENRY HUDSON PKY W/W 252 ST,HENRY HUDSON PKY W & W 252 ST,40.899130,-73.907700,
100475,HENRY HUDSON PKY W/W 249 ST,,40.897000,-73.908291,
100482,KINGSBRIDGE AV/W 230 ST,,40.878459,-73.907984,
100483,W 230 ST/BROADWAY,W 230 ST & BROADWAY,40.877103,-73.907057,
100484,BROADWAY/W 228 ST,,40.875752,-73.908250,
100485,BROADWAY/W 225 ST,,40.874360,-73.910190,
100492,WILLIAMSBRIDGE RD/EASTCHESTER RD,,40.844441,-73.846043,
100493,WILLIAMSBRIDGE RD/PIERCE AV,,40.847385,-73.849170,
100494,WILLIAMSBRIDGE RD/MORRIS PK AV,,40.850225,-73.851173,
100495,WILLIAMSBRIDGE RD/RHINELANDER AV,,40.852588,-73.853022,
100496,WILLIAMSBRIDGE RD/NEILL AV,,40.854531,-73.854532,
100499,WILLIAMSBRIDGE RD/ASTOR AV,,40.859582,-73.857225,
100500,WILLIAMSBRIDGE RD/MACE AV,,40.862923,-73.857891,
100501,WILLIAMSBRIDGE RD/ALLERTON AV,,40.865362,-73.859418,
100502,WILLIAMSBRIDGE RD/BOSTON RD,,40.867063,-73.860948,
100504,BRONXWOOD AV/ADEE AV,,40.869467,-73.861311,
100505,BRONXWOOD AV/BURKE AV,,40.871680,-73.861249,
100506,BRONXWOOD AV/DUNCAN ST,,40.873431,-73.861184,
100508,BRONXWOOD AV/TILDEN ST,,40.876747,-73.859683,
100510,BRONXWOOD AV/E 216 ST,,40.879904,-73.857941,
100511,BRONXWOOD AV/E 218 ST,,40.881303,-73.857168,
100513,BRONXWOOD AV/E 222 ST,,40.884150,-73.855599,
100515,E 226 ST/BRONXWOOD AV,,40.886863,-73.854718,
100517,E 226 ST/WHITE PLAINS RD,,40.888497,-73.859879,
100522,BRONXWOOD AV/E 222 ST,,40.883561,-73.856190,
100524,BRONXWOOD AV/E 218 ST,,40.880774,-73.857729,
100525,BRONXWOOD AV/E 216 ST,,40.879370,-73.858503,
100527,BRONXWOOD AV/TILDEN ST,,40.876534,-73.860078,
100528,BRONXWOOD AV/E GUN HILL RD,,40.875661,-73.860554,
100529,BRONXWOOD AV/BARTHOLDI ST,,40.873343,-73.861452,
100530,BRONXWOOD AV/BURKE AV,,40.870985,-73.861511,
100531,BRONXWOOD AV/ADEE AV,,40.869254,-73.861565,
100533,WILLIAMSBRIDGE RD/BOSTON RD,,40.866780,-73.860948,
100534,WILLIAMSBRIDGE RD/ALLERTON AV,,40.865653,-73.859938,
100535,WILLIAMSBRIDGE RD/MACE AV,,40.862717,-73.858017,
100536,WILLIAMSBRIDGE RD/ASTOR AV,,40.859370,-73.857414,
100537,WILLIAMSBRIDGE RD/PELHAM PKY N,,40.857670,-73.856517,
100538,WILLIAMSBRIDGE RD/PELHAM PY S,,40.856632,-73.856086,
100539,WILLIAMSBRIDGE RD/NEILL AV,,40.853858,-73.854288,
100541,WILLIAMSBRIDGE RD/MORRIS PK AV,,40.850349,-73.851498,
100542,WILLIAMSBRIDGE RD/PIERCE AV,,40.846910,-73.849059,
100543,WILLIAMSBRIDGE RD/SILVER ST,,40.844076,-73.845989,
100558,E 180 ST/BOSTON RD,,40.842681,-73.878252,
100559,E 180 ST/DALY AV,,40.844777,-73.881784,
100560,E 180 ST/CROTONA PY,,40.845819,-73.883961,
100561,SOUTHERN BL/BRONX PK S,,40.847688,-73.883127,
100562,SOUTHERN BL/E 183 ST,,40.851175,-73.882170,
100563,SOUTHERN BL/E 187 ST,,40.853214,-73.881577,
100564,SOUTHERN BL/E 189 ST,,40.856408,-73.880682,
100565,E FORDHAM RD/CAMBERLENG AV,,40.858134,-73.882985,
100567,E FORDHAM RD/BATHGATE AV,,40.859851,-73.887646,
100571,E KINGSBRIDGE RD/E 192 ST,,40.863823,-73.894194,
100573,E KINGSBRIDGE RD/MORRIS AV,,40.867294,-73.896876,
100576,W KINGSBRIDGE RD/KINGSBRIDGE TER,,40.870345,-73.904246,
100579,W 225 ST/BROADWAY,,40.874486,-73.909403,
100582,BROADWAY/W 231 ST,,40.878788,-73.904848,
100583,BROADWAY/W 234 ST,,40.881534,-73.902790,
100585,BROADWAY/W 238 ST,,40.884966,-73.900634,
100586,BROADWAY/VAN CORTLANDT PK S,,40.886376,-73.899709,
100587,BROADWAY/W 242 ST,,40.889761,-73.897936,
100588,BROADWAY/W 246 ST,BROADWAY & W 246 ST,40.892228,-73.896911,
100589,BROADWAY/W 251 ST,BROADWAY & W 251 ST,40.895760,-73.896620,
100590,BROADWAY/LAKEVIEW PL,BROADWAY & LAKEVIEW PL,40.898547,-73.896955,
100591,BROADWAY/W 254 ST,BROADWAY & W 254 ST,40.901211,-73.896678,
100592,BROADWAY/MOSHOLU AV,BROADWAY & MOSHOLU AV,40.904284,-73.896284,
100594,BROADWAY/W 260 ST,BROADWAY & W 260 ST,40.907389,-73.896427,
100595,BROADWAY/W 262 ST,BROADWAY & W 262 ST,40.910227,-73.896498,
100606,RIVERDALE AV/W 263 ST,,40.912377,-73.902533,
100607,RIVERDALE AV/W 263 ST,,40.912363,-73.902699,
100608,BROADWAY/W 262 ST,,40.910104,-73.896730,
100609,BROADWAY/W 260 ST,BROADWAY & W 260 ST,40.907378,-73.896631,
100610,BROADWAY/MOSHOLU AV,BROADWAY & MOSHOLU AV,40.904371,-73.896510,
100612,BROADWAY/W 254 ST,BROADWAY & W 254 ST,40.901274,-73.897016,
100613,BROADWAY/LAKEVIEW PL,BROADWAY & LAKEVIEW PL,40.898713,-73.897286,
100614,BROADWAY/W 251 ST,BROADWAY & W 251 ST,40.895971,-73.896866,
100615,BROADWAY/W 246 ST,BROADWAY & W 246 ST,40.892174,-73.897208,
100616,BROADWAY/W 242 ST,,40.890027,-73.898243,
100617,BROADWAY/W 240 ST,,40.886686,-73.899919,
100618,BROADWAY/W 238 ST,,40.885241,-73.900666,
100620,BROADWAY/W 234 ST,,40.881798,-73.902826,
100621,BROADWAY/W 231 ST,,40.879060,-73.904768,
100624,W 225 ST/BROADWAY,,40.874274,-73.909375,
100626,W KINGSBRIDGE RD/HEATH AV,,40.872591,-73.904832,
100627,W KINGSBRIDGE RD/KINGSBRIDGE TER,,40.870420,-73.904578,
100629,W KINGSBRIDGE RD/UNIVERSITY AV,,40.868262,-73.901233,
100630,W KINGSBRIDGE RD/JEROME AV,,40.867430,-73.897670,
100631,E KINGSBRIDGE RD/GRAND CONCOURSE,,40.865850,-73.894274,
100632,E KINGSBRIDGE RD/E192 ST,,40.863722,-73.894364,
100633,E KINGSBRIDGE RD/E FORDHAM RD,,40.862089,-73.893936,
100636,E FORDHAM RD/BATHGATE AV,,40.859601,-73.887654,
100640,SOUTHERN BL/E FORDHAM RD,,40.856252,-73.880972,
100641,SOUTHERN BL/E 187 ST,,40.853173,-73.881852,
100642,SOUTHERN BL/E 183 ST,,40.850918,-73.882488,
100643,SOUTHERN BL/E 182 ST,,40.847976,-73.883339,
100644,E 180 ST/MOHEGAN AV,,40.845561,-73.883747,
100645,E 180 ST/DALY AV,,40.844403,-73.881557,
100646,BOSTON RD/E 180 ST,,40.842561,-73.878332,
100647,BOSTON RD/E 178 ST,,40.840915,-73.879477,
100652,BAINBRIDGE AV/RESERVOIR OVAL E,,40.877311,-73.879677,
100654,E GUN HILL RD/BAINBRIDGE AV,,40.881347,-73.878833,
100655,E GUN HILL RD/DE KALB AV,,40.882485,-73.880700,
100657,JEROME AV/E 205 ST,,40.876457,-73.888096,
100675,KAPPOCK ST/JOHNSON AV,KAPPOCK ST & JOHNSON AV,40.877560,-73.917800,
100676,KAPPOCK ST/KNOLLS CRES,KAPPOCK ST & KNOLLS CRES,40.879219,-73.916629,
100677,HENRY HUDSON PKY E/W 227 ST,HENRY HUDSON PKY E & W 227 ST,40.881143,-73.917119,
100678,HENRY HUDSON PKY/W 232 ST,HENRY HUDSON PKY & W 232 ST,40.884438,-73.914562,
100679,HENRY HUDSON PKY E/W 235 ST,HENRY HUDSON PKY E & W 235 ST,40.886072,-73.912529,
100680,HENRY HUDSON PKY E/W 238 ST,,40.888566,-73.909655,
100700,HENRY HUDSON PKY W/W 239 ST,HENRY HUDSON PKY W & W 239 ST,40.889717,-73.909022,
100701,HENRY HUDSON PKY W/W 237 ST,,40.887849,-73.911920,
100702,HENRY HUDSON PKY W/W 236 ST,HENRY HUDSON PKY W & W 236 ST,40.886810,-73.912550,
100703,HENRY HUDSON PKY W/W 232 ST,HENRY HUDSON PKY W & W 232 ST,40.884585,-73.915078,
100704,HENRY HUDSON PKY W/W 227 ST,HENRY HUDSON PKY W & W 227 ST,40.881670,-73.917338,
100705,HENRY HUDSON PKY W/INDEPENDENCE AV,HENRY HUDSON PKY W & INDEPENDENCE AV,40.880844,-73.918943,
100706,KAPPOCK ST/KNOLLS CRES,KAPPOCK ST & KNOLLS CRES,40.878995,-73.916827,
100707,KAPPOCK ST/JOHNSON AV,KAPPOCK ST & JOHNSON AV,40.877355,-73.918021,
100723,W 205 ST/PAUL AV,,40.876999,-73.889855,
100726,JEROME AV/E 205 ST,,40.875794,-73.888278,
100727,JEROME AV/E MOSHOLU PY N,,40.880473,-73.883750,
100729,BAINBRIDGE AV/E GUN HILL RD,,40.880732,-73.878634,
100730,BAINBRIDGE AV/E 210 ST,BAINBRIDGE AV & E 210 ST,40.879441,-73.879107,
100731,BAINBRIDGE AV/VAN CORTLANDT AV E,BAINBRIDGE AV & VAN CORTLANDT AV E,40.876954,-73.879804,
100737,OGDEN AV/UNIVERSITY AV,,40.843611,-73.923774,
100740,OGDEN AV/W 169 ST,,40.840238,-73.925301,
100742,WOODYCREST AV/W 168 ST,,40.838422,-73.923294,
100743,SHAKESPEARE AV/W 169 ST,,40.839536,-73.922454,
100744,W 170 ST/EDWARD L GRANT HY,,40.840265,-73.921646,
100745,W 170 ST/JEROME AV,,40.840210,-73.917817,
100749,E 170 ST/CLAY AV,,40.837093,-73.908229,
100750,CLAY AV/E 171 ST,,40.838632,-73.906391,
100751,CLAREMONT PKY/WEBSTER AV,,40.839509,-73.904973,
100752,CLAREMONT PKY/WASHINGTON AV,,40.838615,-73.902322,
100753,CLAREMONT PKY/3 AV,,40.838090,-73.901107,
100754,CLAREMONT PKY/CROTONA AV,,40.836376,-73.898033,
100762,CLAREMONT PKY/CROTONA PARK E,,40.835389,-73.895119,
100763,CLAREMONT PKY/CROTONA AV,,40.836540,-73.897614,
100764,CLAREMONT PKY/3 AV,,40.838270,-73.901294,
100765,CLAREMONT PKY/WASHINGTON AV,,40.839093,-73.902990,
100766,CLAREMONT PKY/WEBSTER AV,,40.839795,-73.905146,
100768,E 170 ST/TELLER AV,,40.836992,-73.909096,
100769,E 170 ST/COLLEGE AV,,40.837677,-73.910947,
